point_id,old_value,new_value,basis
work-gdpval-99ac6944-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-99ac6944-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-9a0d8d36-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-9a0d8d36-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
reas-epoch-mathl5-gemini10pro,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-otis-gemini10pro,assumed,defined_duration,"Coordinator ruling 2026-09-13: the source defines a 3-hour mock AIME allowance for 15 questions; the 720 s per question apportions that window equally, so the duration is fixed by the work unit rather than estimated. Formerly classed llm_estimate_judgment by the relabel pass."
reas-epoch-mathl5-qwenmax25,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-otis-qwenmax25,assumed,defined_duration,"Coordinator ruling 2026-09-13: the source defines a 3-hour mock AIME allowance for 15 questions; the 720 s per question apportions that window equally, so the duration is fixed by the work unit rather than estimated. Formerly classed llm_estimate_judgment by the relabel pass."
reas-epoch-mathl5-qwenplus25,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-otis-qwenplus25,assumed,defined_duration,"Coordinator ruling 2026-09-13: the source defines a 3-hour mock AIME allowance for 15 questions; the 720 s per question apportions that window equally, so the duration is fixed by the work unit rather than estimated. Formerly classed llm_estimate_judgment by the relabel pass."
reas-epoch-mathl5-qwenturbo24,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-otis-qwenturbo24,assumed,defined_duration,"Coordinator ruling 2026-09-13: the source defines a 3-hour mock AIME allowance for 15 questions; the 720 s per question apportions that window equally, so the duration is fixed by the work unit rather than estimated. Formerly classed llm_estimate_judgment by the relabel pass."
reas-epoch-mathl5-gemini20pro,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
work-gdpval-9a8c8e28-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-9a8c8e28-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-9e39df84-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-9e39df84-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-9e8607e7-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-9e8607e7-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-9efbcd35-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-9efbcd35-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-a0552909-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-a0552909-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-a079d38f-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-a079d38f-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-a0ef404e-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-a0ef404e-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-a10ec48c-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-a10ec48c-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-a1963a68-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
