point_id,source_dataset,old_label,action,new_label,scores_used,reason
work-gdpval-b3573f20-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-b39a5aa7-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-b57efde3-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-b5d2e6f1-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-b78fd844-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-b7a5912e-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-b9665ca1-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-bb499d9c-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-bb863dd9-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-bbe0a93b-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-bd72994f-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-be830ca0-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-bf68f2ad-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-c2e8f271-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-c3525d4d-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-c357f0e2-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-c44e9b62-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-c6269101-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-c657103b-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-c7d83f01-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-c9bf9801-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-cd9efc18-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-ce864f41-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-cebf301e-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-cecac8f9-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-d025a41c-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-d3d255b2-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-d4525420-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-d7cfae6f-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-dd724c67-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-dfb4e0cd-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-e14e32ba-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-e21cd746-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-e4f664ea-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-e6429658-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-e996036e-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-eb54f575-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-ec2fccc9-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-ec591973-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-ed2bc14c-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-ee09d943-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-ef8719da-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
work-gdpval-efca245f-opus5,GDPval / GDPval-AA v2,above,above,above,AA panel Elo 1735 vs expert deliverables anchored at 1000,"collection-level AI-panel transfer; the expert still delivers the professional artifact, so the Elo gap is a preference margin, not a job-completion gap"
